zipcode, #_of_Chick_fil_a, #_of_Tacobells, #_of_Starbucks
47706, 0, 0, 0 
47708, 0, 0, 0 
47710, 0, 1, 1 
47711, 0, 1, 0 
47712, 1, 1, 1 
47713, 0, 0, 0 
47714, 0, 1, 0 
47715, 2, 1, 4 
47716, 0, 0, 0 
47719, 0, 0, 0 
47720, 0, 0, 0 
47721, 0, 0, 0 
47722, 1, 0, 0 
47724, 0, 0, 0 
47725, 0, 0, 0 
47727, 0, 0, 0 
47728, 0, 0, 0 
47730, 0, 0, 0 
47731, 0, 0, 0 
47732, 0, 0, 0 
47733, 0, 0, 0 
47734, 0, 0, 0 
47735, 0, 0, 0 
47736, 0, 0, 0 
47737, 0, 0, 0 
47739, 0, 0, 0 
47740, 0, 0, 0 
47741, 0, 0, 0 
47744, 0, 0, 0 
47747, 0, 0, 0 
47750, 0, 0, 0 
47801, 0, 0, 0 
47802, 1, 1, 2 
47803, 0, 2, 1 
47804, 0, 0, 0 
47805, 0, 1, 0 
47807, 0, 0, 0 
47808, 0, 0, 0 
47809, 0, 0, 0 
47811, 0, 0, 0 
47812, 0, 0, 0 
47830, 0, 0, 0 
47831, 0, 0, 0 
47832, 0, 0, 0 
47833, 0, 0, 0 
47834, 0, 1, 0 
47836, 0, 0, 0 
47837, 0, 0, 0 
47838, 0, 0, 0 
47840, 0, 0, 0 
47841, 0, 0, 0 
47842, 0, 0, 0 
47845, 0, 0, 0 
47846, 0, 0, 0 
47847, 0, 0, 0 
47848, 0, 0, 0 
47849, 0, 0, 0 
47850, 0, 0, 0 
47851, 0, 0, 0 
47852, 0, 0, 0 
47853, 0, 0, 0 
47854, 0, 0, 0 
47855, 0, 0, 0 
47856, 0, 0, 0 
47857, 0, 0, 0 
47858, 0, 0, 0 
47859, 0, 0, 0 
47860, 0, 0, 0 
47861, 0, 0, 0 
47862, 0, 0, 0 
47863, 0, 0, 0 
47864, 0, 0, 0 
47865, 0, 0, 0 
47866, 0, 0, 0 
47868, 0, 0, 0 
47869, 0, 0, 0 
47870, 0, 0, 0 
47871, 0, 0, 0 
47872, 0, 0, 0 
47874, 0, 0, 0 
47875, 0, 0, 0 
47876, 0, 0, 0 
47878, 0, 0, 0 
47879, 0, 0, 0 
47880, 0, 0, 0 
47881, 0, 0, 0 
47882, 0, 0, 0 
47884, 0, 0, 0 
47885, 0, 0, 0 
47901, 0, 0, 0 
47902, 0, 0, 0 
47903, 0, 0, 0 
47904, 0, 0, 0 
47905, 1, 2, 3 
47906, 0, 2, 4 
47907, 0, 0, 1 
47909, 0, 0, 1 
47916, 0, 0, 0 
47917, 0, 0, 0 
47918, 0, 0, 0 
47920, 0, 0, 0 
47921, 0, 0, 0 
47922, 0, 0, 0 
47923, 0, 0, 0 
47924, 0, 0, 0 
47925, 0, 0, 0 
47926, 0, 0, 0 
47928, 0, 0, 0 
47929, 0, 0, 0 
47930, 0, 0, 0 
47932, 0, 0, 0 
47933, 0, 1, 0 
47934, 0, 0, 0 
47935, 0, 0, 0 
47936, 0, 0, 0 
47937, 0, 0, 0 
47938, 0, 0, 0 
47939, 0, 0, 0 
47940, 0, 0, 0 
47941, 0, 0, 0 
47942, 0, 0, 0 
47943, 0, 0, 0 
47944, 0, 0, 0 
47946, 0, 0, 0 
47948, 0, 0, 0 
47949, 0, 0, 0 
47950, 0, 0, 0 
47951, 0, 0, 0 
47952, 0, 0, 0 
47954, 0, 0, 0 
47955, 0, 0, 0 
47957, 0, 0, 0 
47958, 0, 0, 0 
47959, 0, 0, 0 
47960, 0, 1, 0 
47962, 0, 0, 0 
47963, 0, 0, 0 
47964, 0, 0, 0 
47965, 0, 0, 0 
47966, 0, 0, 0 
47967, 0, 0, 0 
47968, 0, 0, 0 
47969, 0, 0, 0 
47970, 0, 0, 0 
47971, 0, 0, 0 
47974, 0, 0, 0 
47975, 0, 0, 0 
47977, 0, 0, 0 
47978, 0, 1, 0 
47980, 0, 0, 0 
47981, 0, 0, 0 
47982, 0, 0, 0 
47983, 0, 0, 0 
47984, 0, 0, 0 
47986, 0, 0, 0 
47987, 0, 0, 0 
47988, 0, 0, 0 
47989, 0, 0, 0 
47990, 0, 0, 0 
47991, 0, 0, 0 
47992, 0, 0, 0 
47993, 0, 0, 0 
47994, 0, 0, 0 
47995, 0, 0, 0 
47996, 0, 0, 0 
47997, 0, 0, 0 
48001, 0, 1, 0 
48002, 0, 0, 0 
48003, 0, 0, 0 
48004, 0, 0, 0 
48005, 0, 0, 0 
48006, 0, 0, 0 
48007, 0, 0, 0 
48009, 0, 0, 2 
48012, 0, 0, 0 
48014, 0, 0, 0 
48015, 0, 0, 0 
48017, 0, 2, 0 
48021, 0, 1, 0 
48022, 0, 0, 0 
48023, 0, 0, 0 
48025, 0, 1, 0 
48026, 0, 0, 0 
48027, 0, 0, 0 
48028, 0, 0, 0 
48030, 0, 1, 0 
48032, 0, 0, 0 
48033, 0, 1, 0 
48034, 0, 2, 2 
48035, 0, 1, 1 
48036, 0, 1, 1 
48037, 0, 0, 0 
48038, 0, 1, 2 
48039, 0, 0, 0 
48040, 0, 1, 1 
48041, 0, 0, 0 
48042, 0, 2, 0 
48043, 0, 1, 0 
48044, 0, 1, 4 
48045, 0, 0, 0 
48046, 0, 0, 0 
48047, 0, 2, 0 
48048, 0, 1, 0 
48049, 0, 0, 0 
48050, 0, 0, 0 
48051, 0, 0, 2 
48054, 0, 0, 0 
48059, 0, 1, 2 
48060, 0, 1, 0 
48061, 0, 0, 0 
48062, 0, 1, 0 
48063, 0, 0, 0 
48064, 0, 0, 0 
48065, 0, 0, 0 
48066, 0, 3, 3 
48067, 0, 1, 1 
48068, 0, 0, 0 
48069, 0, 0, 0 
48070, 0, 0, 0 
48071, 0, 2, 2 
48072, 0, 1, 0 
48073, 0, 0, 5 
48074, 0, 1, 0 
48075, 0, 0, 0 
48076, 0, 0, 2 
48079, 0, 1, 0 
48080, 0, 1, 0 
48081, 0, 1, 0 
48082, 0, 0, 0 
48083, 0, 1, 3 
48084, 1, 0, 7 
48085, 0, 1, 2 
48086, 0, 0, 0 
48088, 0, 0, 0 
48089, 0, 1, 0 
48090, 0, 0, 0 
48091, 0, 1, 0 
48092, 0, 0, 2 
48093, 0, 2, 0 
48094, 0, 0, 0 
48095, 0, 1, 0 
48096, 0, 0, 0 
48097, 0, 0, 0 
48098, 0, 0, 1 
48099, 0, 0, 0 
48101, 0, 1, 2 
48103, 0, 2, 4 
48104, 0, 0, 5 
48105, 0, 0, 1 
48106, 0, 0, 0 
48107, 0, 0, 0 
48108, 0, 1, 4 
48109, 0, 0, 2 
48110, 0, 0, 0 
48111, 0, 2, 1 
48112, 0, 0, 0 
48113, 0, 0, 0 
48114, 0, 0, 0 
48115, 0, 0, 0 
48116, 0, 1, 3 
48117, 0, 0, 0 
48118, 0, 1, 0 
48120, 0, 0, 0 
48121, 0, 0, 0 
48122, 0, 0, 0 
48123, 0, 0, 0 
48124, 0, 1, 1 
48125, 0, 1, 0 
48126, 0, 1, 2 
48127, 0, 1, 2 
48128, 0, 0, 0 
48130, 0, 0, 0 
48131, 0, 1, 0 
48133, 0, 0, 0 
48134, 0, 1, 0 
48135, 0, 1, 0 
48136, 0, 0, 0 
48137, 0, 0, 0 
48138, 0, 0, 1 
48139, 0, 0, 0 
48140, 0, 0, 0 
48141, 0, 0, 0 
48143, 0, 0, 0 
48144, 0, 1, 1 
48145, 0, 0, 0 
48146, 0, 1, 1 
48150, 0, 1, 2 
48151, 0, 0, 0 
48152, 0, 1, 1 
48153, 0, 0, 0 
48154, 0, 1, 1 
48157, 0, 0, 0 
48158, 0, 0, 0 
48159, 0, 0, 0 
48160, 0, 1, 0 
48161, 0, 2, 0 
48162, 0, 1, 1 
48164, 0, 0, 0 
48165, 0, 0, 1 
48166, 0, 0, 0 
48167, 0, 0, 3 
48168, 0, 0, 0 
48169, 0, 1, 0 
48170, 0, 2, 2 
48173, 0, 0, 0 
48174, 0, 1, 0 
48175, 0, 0, 0 
48176, 0, 0, 0 
48177, 0, 0, 0 
48178, 0, 1, 1 
48179, 0, 0, 0 
48180, 0, 4, 3 
48182, 0, 0, 0 
48183, 0, 2, 3 
48184, 0, 1, 0 
48185, 0, 2, 2 
48186, 0, 1, 0 
48187, 0, 1, 3 
48188, 0, 1, 1 
48189, 0, 0, 0 
48190, 0, 0, 0 
48191, 0, 0, 0 
48192, 0, 1, 0 
48193, 0, 0, 0 
48195, 0, 2, 0 
48197, 1, 2, 3 
48198, 0, 1, 0 
48201, 1, 0, 2 
48202, 0, 0, 2 
48203, 0, 0, 1 
48204, 0, 0, 0 
48205, 0, 0, 0 
48206, 0, 0, 0 
48207, 0, 0, 0 
48208, 0, 0, 0 
48209, 0, 0, 0 
48210, 0, 0, 0 
48211, 0, 0, 0 
48212, 0, 0, 0 
48213, 0, 0, 0 
48214, 0, 0, 0 
48215, 0, 0, 0 
48216, 0, 0, 0 
48217, 0, 0, 0 
48218, 0, 0, 0 
48219, 0, 0, 0 
48220, 0, 2, 0 
48221, 0, 0, 0 
48222, 0, 0, 0 
48223, 0, 0, 0 
48224, 0, 0, 0 
48225, 0, 1, 1 
48226, 0, 0, 2 
48227, 0, 0, 0 
48228, 0, 0, 0 
48229, 0, 0, 0 
48230, 0, 0, 2 
48231, 0, 0, 0 
48232, 0, 0, 0 
48233, 0, 0, 0 
48234, 0, 0, 0 
48235, 0, 1, 0 
48236, 0, 0, 1 
48237, 0, 1, 1 
48238, 0, 1, 0 
48239, 0, 1, 1 
48240, 0, 1, 0 
48242, 1, 0, 3 
48243, 0, 0, 1 
48244, 0, 0, 0 
48255, 0, 0, 0 
48260, 0, 0, 0 
48264, 0, 0, 0 
48265, 0, 0, 0 
48266, 0, 0, 0 
48267, 0, 0, 0 
48268, 0, 0, 0 
48269, 0, 0, 0 
48272, 0, 0, 0 
48275, 0, 0, 0 
48277, 0, 0, 0 
48278, 0, 0, 0 
48279, 0, 0, 0 
48288, 0, 0, 0 
48301, 0, 0, 2 
48302, 0, 0, 3 
48303, 0, 0, 0 
48304, 0, 0, 1 
48306, 0, 1, 2 
48307, 0, 1, 3 
48308, 0, 0, 0 
48309, 1, 1, 1 
48310, 0, 1, 2 
48311, 0, 0, 0 
48312, 0, 1, 2 
48313, 0, 0, 3 
48314, 0, 0, 0 
48315, 0, 2, 3 
48316, 0, 0, 2 
48317, 0, 1, 0 
48318, 0, 0, 0 
48320, 0, 1, 0 
48321, 0, 0, 0 
48322, 0, 0, 1 
48323, 0, 0, 1 
48324, 0, 0, 0 
48325, 0, 0, 0 
48326, 0, 1, 3 
48327, 0, 1, 1 
48328, 0, 1, 0 
48329, 0, 1, 0 
48330, 0, 0, 0 
48331, 0, 0, 0 
48332, 0, 0, 0 
48333, 0, 0, 0 
48334, 0, 1, 1 
48335, 0, 1, 0 
48336, 0, 0, 2 
48340, 0, 0, 1 
48341, 0, 1, 0 
48342, 0, 0, 0 
48343, 0, 0, 0 
48346, 0, 1, 2 
48347, 0, 0, 0 
48348, 0, 1, 0 
48350, 0, 0, 0 
48353, 0, 1, 0 
48356, 0, 0, 0 
48357, 0, 0, 0 
48359, 0, 1, 1 
48360, 0, 0, 0 
48361, 0, 0, 0 
48362, 0, 1, 1 
48363, 0, 0, 0 
48366, 0, 0, 0 
48367, 0, 0, 0 
48370, 0, 0, 0 
48371, 0, 0, 0 
48374, 0, 0, 3 
48375, 0, 1, 0 
48376, 0, 0, 0 
48377, 0, 1, 6 
48380, 0, 0, 0 
48381, 0, 1, 2 
48382, 0, 0, 1 
48383, 0, 0, 1 
48386, 0, 1, 1 
48387, 0, 0, 0 
48390, 0, 1, 2 
48391, 0, 0, 0 
48393, 0, 1, 0 
48397, 0, 0, 0 
48401, 0, 0, 0 
48410, 0, 0, 0 
48411, 0, 0, 0 
48412, 0, 0, 0 
48413, 0, 1, 0 
48414, 0, 0, 0 
48415, 0, 1, 1 
48416, 0, 0, 0 
48417, 0, 0, 0 
48418, 0, 0, 0 
48419, 0, 0, 0 
48420, 0, 1, 0 
48421, 0, 0, 0 
48422, 0, 0, 0 
48423, 0, 1, 1 
48426, 0, 0, 0 
48427, 0, 0, 0 
48428, 0, 0, 0 
48429, 0, 0, 0 
48430, 0, 1, 2 
48432, 0, 0, 0 
48433, 0, 1, 0 
48434, 0, 0, 0 
48435, 0, 0, 0 
48436, 0, 0, 0 
48437, 0, 0, 0 
48438, 0, 0, 0 
48439, 0, 1, 1 
48440, 0, 0, 0 
48441, 0, 0, 0 
48442, 0, 0, 0 
48444, 0, 1, 0 
48445, 0, 0, 0 
48446, 0, 1, 1 
48449, 0, 0, 0 
48450, 0, 0, 0 
48451, 0, 0, 0 
48453, 0, 0, 0 
48454, 0, 0, 0 
48455, 0, 0, 0 
48456, 0, 0, 0 
48457, 0, 0, 0 
48458, 0, 1, 0 
48460, 0, 0, 0 
48461, 0, 0, 0 
48462, 0, 0, 0 
48463, 0, 0, 0 
48464, 0, 0, 0 
48465, 0, 0, 0 
48466, 0, 0, 0 
48467, 0, 0, 0 
48468, 0, 0, 0 
48469, 0, 0, 0 
48470, 0, 0, 0 
48471, 0, 0, 0 
48472, 0, 0, 0 
48473, 0, 1, 0 
48475, 0, 0, 0 
48476, 0, 0, 0 
48480, 0, 0, 0 
48501, 0, 0, 0 
48502, 0, 0, 0 
48503, 0, 1, 0 
48504, 0, 1, 0 
48505, 0, 0, 0 
48506, 0, 0, 1 
48507, 0, 3, 1 
48509, 0, 2, 0 
48519, 0, 0, 0 
48529, 0, 0, 0 
48531, 0, 0, 0 
48532, 0, 1, 0 
48550, 0, 0, 0 
48551, 0, 0, 0 
48552, 0, 0, 0 
48553, 0, 0, 0 
48554, 0, 0, 0 
48555, 0, 0, 0 
48556, 0, 0, 0 
48557, 0, 0, 0 
48559, 0, 0, 0 
48601, 0, 1, 0 
48602, 0, 1, 0 
48603, 0, 1, 0 
48604, 0, 1, 2 
48605, 0, 0, 0 
48606, 0, 0, 0 
48607, 0, 0, 0 
48608, 0, 0, 0 
48609, 0, 1, 0 
48610, 0, 0, 0 
48611, 0, 0, 0 
48612, 0, 0, 0 
48613, 0, 0, 0 
48614, 0, 0, 0 
48615, 0, 0, 0 
48616, 0, 0, 0 
48617, 0, 1, 0 
48618, 0, 0, 0 
48619, 0, 0, 0 
48620, 0, 0, 0 
48621, 0, 0, 0 
48622, 0, 0, 0 
48623, 0, 1, 0 
48624, 0, 0, 0 
48625, 0, 0, 0 
48626, 0, 0, 0 
48627, 0, 0, 0 
48628, 0, 0, 0 
48629, 0, 1, 0 
48630, 0, 0, 0 
48631, 0, 0, 0 
48632, 0, 0, 0 
48633, 0, 0, 0 
48634, 0, 0, 0 
48635, 0, 0, 0 
48636, 0, 0, 0 
48637, 0, 0, 0 
48638, 0, 0, 0 
48640, 0, 2, 0 
48641, 0, 0, 0 
48642, 0, 0, 1 
48647, 0, 0, 0 
48649, 0, 0, 0 
48650, 0, 0, 0 
48651, 0, 0, 0 
48652, 0, 0, 0 
48653, 0, 0, 0 
48654, 0, 0, 0 
48655, 0, 0, 0 
48656, 0, 0, 0 
48657, 0, 0, 0 
48658, 0, 1, 0 
48659, 0, 0, 0 
48661, 0, 1, 0 
48662, 0, 0, 0 
48663, 0, 0, 0 
48667, 0, 0, 0 
48670, 0, 0, 0 
48674, 0, 0, 0 
48686, 0, 0, 0 
48701, 0, 0, 0 
48703, 0, 0, 0 
48705, 0, 0, 0 
48706, 0, 2, 1 
48707, 0, 0, 0 
48708, 0, 1, 0 
48710, 0, 0, 0 
48720, 0, 0, 0 
48721, 0, 0, 0 
48722, 0, 1, 0 
48723, 0, 1, 0 
48724, 0, 0, 0 
48725, 0, 0, 0 
48726, 0, 0, 0 
48727, 0, 0, 0 
48728, 0, 0, 0 
48729, 0, 0, 0 
48730, 0, 0, 0 
48731, 0, 0, 0 
48732, 0, 1, 0 
48733, 0, 0, 0 
48734, 0, 0, 0 
48735, 0, 0, 0 
48736, 0, 0, 0 
48737, 0, 0, 0 
48738, 0, 0, 0 
48739, 0, 0, 0 
48740, 0, 0, 0 
48741, 0, 0, 0 
48742, 0, 0, 0 
48743, 0, 0, 0 
48744, 0, 0, 0 
48745, 0, 0, 0 
48746, 0, 0, 0 
48747, 0, 0, 0 
48748, 0, 0, 0 
48749, 0, 0, 0 
48750, 0, 0, 0 
48754, 0, 0, 0 
48755, 0, 0, 0 
48756, 0, 0, 0 
48757, 0, 0, 0 
48758, 0, 0, 0 
48759, 0, 0, 0 
48760, 0, 0, 0 
48761, 0, 0, 0 
48762, 0, 0, 0 
48763, 0, 0, 0 
48764, 0, 0, 0 
48765, 0, 0, 0 
48766, 0, 0, 0 
48767, 0, 0, 0 
48768, 0, 0, 0 
48769, 0, 0, 0 
48770, 0, 0, 0 
48787, 0, 0, 0 
48801, 0, 1, 1 
48802, 0, 0, 0 
48804, 0, 0, 0 
48805, 0, 0, 0 
48806, 0, 0, 0 
48807, 0, 0, 0 
48808, 0, 0, 0 
48809, 0, 0, 0 
48811, 0, 0, 0 
48812, 0, 0, 0 
48813, 0, 1, 0 
48815, 0, 0, 0 
48816, 0, 0, 0 
48817, 0, 0, 0 
48818, 0, 0, 0 
48819, 0, 0, 0 
48820, 0, 1, 0 
48821, 0, 0, 0 
48822, 0, 0, 0 
48823, 0, 1, 3 
48824, 0, 0, 2 
48825, 0, 0, 0 
48826, 0, 0, 0 
48827, 0, 0, 0 
48829, 0, 0, 0 
48830, 0, 0, 0 
48831, 0, 0, 0 
48832, 0, 0, 0 
48833, 0, 0, 0 
48834, 0, 0, 0 
48835, 0, 0, 0 
48836, 0, 1, 0 
48837, 0, 1, 0 
48838, 0, 1, 0 
48840, 0, 0, 0 
48841, 0, 0, 0 
48842, 0, 1, 0 
48843, 0, 2, 1 
48844, 0, 0, 0 
48845, 0, 0, 0 
48846, 0, 1, 0 
48847, 0, 1, 0 
48848, 0, 0, 0 
48849, 0, 0, 0 
48850, 0, 0, 0 
48851, 0, 0, 0 
48852, 0, 0, 0 
48853, 0, 0, 0 
48854, 0, 1, 0 
48855, 0, 0, 0 
48856, 0, 0, 0 
48857, 0, 0, 0 
48858, 0, 2, 3 
48859, 0, 0, 0 
48860, 0, 0, 0 
48861, 0, 0, 0 
48862, 0, 0, 0 
48863, 0, 0, 0 
48864, 1, 2, 2 
48865, 0, 0, 0 
48866, 0, 0, 0 
48867, 0, 1, 0 
48870, 0, 0, 0 
48871, 0, 0, 0 
48872, 0, 1, 0 
48873, 0, 0, 0 
48874, 0, 0, 0 
48875, 0, 0, 0 
48876, 0, 0, 0 
48877, 0, 0, 0 
48878, 0, 0, 0 
48879, 0, 1, 0 
48880, 0, 0, 0 
48881, 0, 0, 0 
48882, 0, 0, 0 
48883, 0, 0, 0 
48884, 0, 0, 0 
48885, 0, 0, 0 
48886, 0, 0, 0 
48887, 0, 0, 0 
48888, 0, 0, 0 
48889, 0, 0, 0 
48890, 0, 0, 0 
48891, 0, 0, 0 
48892, 0, 0, 0 
48893, 0, 0, 0 
48894, 0, 0, 0 
48895, 0, 0, 1 
48896, 0, 0, 0 
48897, 0, 0, 0 
48901, 0, 0, 0 
48906, 0, 1, 0 
48908, 0, 0, 0 
48909, 0, 0, 0 
48910, 0, 1, 0 
48911, 0, 1, 1 
48912, 0, 0, 0 
48913, 0, 0, 0 
48915, 0, 0, 0 
48916, 0, 0, 0 
48917, 1, 1, 1 
48918, 0, 0, 0 
48919, 0, 0, 0 
48921, 0, 0, 0 
48922, 0, 0, 0 
48924, 0, 0, 0 
48929, 0, 0, 0 
48930, 0, 0, 0 
48933, 0, 0, 0 
48937, 0, 0, 0 
48950, 0, 0, 0 
48951, 0, 0, 0 
48956, 0, 0, 0 
48980, 0, 0, 0 
49001, 0, 1, 0 
49002, 1, 2, 0 
49003, 0, 0, 0 
49004, 0, 0, 0 
49005, 0, 0, 0 
49006, 0, 0, 0 
49007, 0, 0, 0 
49008, 0, 1, 3 
49009, 0, 2, 2 
49010, 0, 3, 0 
49011, 0, 0, 0 
49012, 0, 0, 0 
49013, 0, 0, 0 
49014, 0, 0, 2 
49015, 0, 2, 0 
49016, 0, 0, 0 
49017, 0, 1, 1 
49018, 0, 0, 0 
49019, 0, 0, 0 
49020, 0, 0, 0 
49021, 0, 0, 0 
49022, 0, 1, 0 
49023, 0, 0, 0 
49024, 0, 0, 2 
49026, 0, 0, 0 
49027, 0, 0, 0 
49028, 0, 0, 0 
49029, 0, 0, 0 
49030, 0, 0, 0 
49031, 0, 0, 0 
49032, 0, 0, 0 
49033, 0, 0, 0 
49034, 0, 0, 0 
49035, 0, 0, 0 
49036, 0, 1, 0 
49037, 0, 0, 0 
49038, 0, 0, 0 
49039, 0, 0, 0 
49040, 0, 0, 0 
49041, 0, 0, 0 
49042, 0, 0, 0 
49043, 0, 0, 0 
49045, 0, 0, 0 
49046, 0, 0, 0 
49047, 0, 1, 0 
49048, 0, 1, 0 
49050, 0, 0, 0 
49051, 0, 0, 0 
49052, 0, 0, 0 
49053, 0, 0, 0 
49055, 0, 0, 0 
49056, 0, 0, 0 
49057, 0, 0, 0 
49058, 0, 1, 0 
49060, 0, 0, 0 
49061, 0, 0, 0 
49062, 0, 0, 0 
49063, 0, 0, 0 
49064, 0, 0, 0 
49065, 0, 0, 0 
49066, 0, 0, 0 
49067, 0, 0, 0 
49068, 0, 1, 1 
49069, 0, 0, 0 
49070, 0, 0, 0 
49071, 0, 0, 0 
49072, 0, 0, 0 
49073, 0, 0, 0 
49074, 0, 0, 0 
49075, 0, 0, 0 
49076, 0, 0, 0 
49077, 0, 0, 0 
49078, 0, 0, 0 
49079, 0, 1, 0 
49080, 0, 1, 0 
49081, 0, 0, 0 
49082, 0, 0, 0 
49083, 0, 0, 0 
49084, 0, 0, 0 
49085, 0, 1, 1 
49087, 0, 0, 0 
49088, 0, 0, 0 
49089, 0, 0, 0 
49090, 0, 1, 0 
49091, 0, 1, 0 
49092, 0, 0, 0 
49093, 0, 1, 0 
49094, 0, 0, 0 
49095, 0, 0, 0 
49096, 0, 0, 0 
49097, 0, 0, 0 
49098, 0, 1, 0 
49099, 0, 0, 0 
49101, 0, 0, 0 
49102, 0, 0, 0 
49103, 0, 1, 0 
49104, 0, 0, 0 
49106, 0, 0, 0 
49107, 0, 0, 0 
49111, 0, 0, 0 
49112, 0, 1, 0 
49113, 0, 0, 0 
49115, 0, 0, 0 
49116, 0, 0, 0 
49117, 0, 0, 0 
49119, 0, 0, 0 
49120, 0, 1, 1 
49121, 0, 0, 0 
49125, 0, 0, 0 
49126, 0, 0, 0 
49127, 0, 0, 0 
49128, 0, 0, 0 
49129, 0, 0, 0 
49130, 0, 0, 0 
49201, 0, 0, 0 
49202, 0, 3, 2 
49203, 0, 0, 0 
49204, 0, 0, 0 
49220, 0, 0, 0 
49221, 0, 2, 1 
49224, 0, 1, 0 
49227, 0, 0, 0 
49228, 0, 0, 0 
49229, 0, 0, 0 
49230, 0, 0, 0 
49232, 0, 0, 0 
49233, 0, 0, 0 
49234, 0, 0, 0 
49235, 0, 0, 0 
49236, 0, 0, 0 
49237, 0, 0, 0 
49238, 0, 0, 0 
49239, 0, 0, 0 
49240, 0, 0, 0 
49241, 0, 0, 0 
49242, 0, 1, 0 
49245, 0, 0, 0 
49246, 0, 0, 0 
49247, 0, 0, 0 
49248, 0, 0, 0 
49249, 0, 0, 0 
49250, 0, 0, 0 
49251, 0, 0, 0 
49252, 0, 0, 0 
49253, 0, 0, 0 
49254, 0, 0, 0 
49255, 0, 0, 0 
49256, 0, 0, 0 
49257, 0, 0, 0 
49258, 0, 0, 0 
49259, 0, 0, 0 
49261, 0, 0, 0 
49262, 0, 0, 0 
49263, 0, 0, 0 
49264, 0, 0, 0 
49265, 0, 0, 0 
49266, 0, 0, 0 
49267, 0, 0, 0 
49268, 0, 0, 0 
49269, 0, 0, 0 
49270, 0, 0, 0 
49271, 0, 0, 0 
49272, 0, 0, 0 
49274, 0, 0, 0 
49276, 0, 0, 0 
49277, 0, 0, 0 
49279, 0, 0, 0 
49281, 0, 0, 0 
49282, 0, 0, 0 
49283, 0, 0, 0 
49284, 0, 0, 0 
49285, 0, 0, 0 
49286, 0, 1, 0 
49287, 0, 0, 0 
49288, 0, 0, 0 
49289, 0, 0, 0 
49301, 0, 0, 0 
49302, 0, 0, 0 
49303, 0, 0, 0 
49304, 0, 0, 0 
49305, 0, 0, 0 
49306, 0, 0, 0 
49307, 0, 1, 2 
49309, 0, 0, 0 
49310, 0, 0, 0 
49311, 0, 0, 0 
49312, 0, 0, 0 
49314, 0, 0, 0 
49315, 0, 1, 1 
49316, 0, 0, 3 
49317, 0, 0, 0 
49318, 0, 0, 0 
49319, 0, 1, 0 
49320, 0, 0, 0 
49321, 0, 0, 0 
49322, 0, 0, 0 
49323, 0, 0, 0 
49325, 0, 0, 0 
49326, 0, 0, 0 
49327, 0, 0, 0 
49328, 0, 0, 0 
49329, 0, 0, 0 
49330, 0, 0, 0 
49331, 0, 1, 0 
49332, 0, 0, 0 
49333, 0, 0, 0 
49335, 0, 0, 0 
49336, 0, 0, 0 
49337, 0, 1, 0 
49338, 0, 0, 0 
49339, 0, 0, 0 
49340, 0, 0, 0 
49341, 0, 0, 2 
49342, 0, 0, 0 
49343, 0, 0, 0 
49344, 0, 0, 0 
49345, 0, 0, 0 
49346, 0, 0, 0 
49347, 0, 0, 0 
49348, 0, 1, 0 
49349, 0, 0, 0 
49351, 0, 0, 0 
49355, 0, 0, 0 
49356, 0, 0, 0 
49357, 0, 0, 0 
49401, 0, 1, 2 
49402, 0, 0, 0 
49403, 0, 0, 0 
49404, 0, 1, 0 
49405, 0, 0, 0 
49406, 0, 0, 0 
49408, 0, 0, 0 
49409, 0, 0, 0 
49410, 0, 0, 0 
49411, 0, 0, 0 
49412, 0, 1, 0 
49413, 0, 0, 0 
49415, 0, 1, 0 
49416, 0, 0, 0 
49417, 0, 1, 3 
49418, 0, 0, 4 
49419, 0, 0, 0 
49420, 0, 0, 0 
49421, 0, 0, 0 
49422, 0, 0, 0 
49423, 0, 2, 2 
49424, 1, 2, 5 
49425, 0, 0, 0 
49426, 0, 0, 1 
49427, 0, 0, 0 
49428, 0, 1, 1 
49429, 0, 0, 0 
49430, 0, 0, 0 
49431, 0, 1, 0 
49434, 0, 0, 0 
49435, 0, 0, 0 
49436, 0, 0, 0 
49437, 0, 0, 0 
49440, 0, 0, 0 
49441, 0, 1, 0 
49442, 0, 1, 0 
49443, 0, 0, 0 
49444, 0, 1, 2 
49445, 0, 1, 0 
49446, 0, 0, 0 
49448, 0, 0, 0 
49449, 0, 0, 0 
49450, 0, 0, 0 
49451, 0, 0, 0 
49452, 0, 0, 0 
49453, 0, 0, 0 
49454, 0, 0, 0 
49455, 0, 0, 0 
49456, 0, 0, 0 
49457, 0, 0, 0 
49458, 0, 0, 0 
49459, 0, 0, 0 
49460, 0, 0, 0 
49461, 0, 1, 0 
49463, 0, 0, 0 
49464, 0, 0, 1 
49468, 0, 0, 0 
49501, 0, 0, 0 
49502, 0, 0, 0 
49503, 0, 1, 3 
49504, 0, 2, 2 
49505, 0, 0, 0 
49506, 0, 0, 3 
49507, 0, 0, 0 
49508, 1, 2, 1 
49509, 1, 2, 1 
49510, 0, 0, 0 
49512, 0, 1, 6 
49514, 0, 0, 0 
49515, 0, 0, 0 
49516, 0, 0, 0 
49518, 0, 0, 0 
49519, 0, 0, 1 
49523, 0, 0, 0 
49525, 1, 2, 4 
49528, 0, 0, 0 
49530, 0, 0, 0 
49534, 0, 0, 1 
49544, 0, 1, 2 
49546, 1, 0, 4 
49548, 0, 1, 0 
49550, 0, 0, 0 
49555, 0, 0, 0 
49560, 0, 0, 0 
49588, 0, 0, 0 
49599, 0, 0, 0 
